,Winner,Loser,Red,Blue,Knockdowns (R),Knockdowns (B),Significant Strikes (R),Significant Strikes (B),Significant Strikes Percentage (R),Significant Strikes Percentage (B),Total Strikes (R),Total Strikes (B),Takedowns (R),Takedowns (B),Takedowns Percentage (R),Takedowns Percentage (B),Submission Attempts (R),Submission Attempts (B),Reversals (R),Reversals (B),Control Time (seconds) (R),Control Time (seconds) (B)
879,1,0,Pedro Munhoz,Chris Gutierrez,1.0,0.0,60.0,77.0,0.34,0.57,74.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,6.0
880,0,1,Clay Guida,Rafa Garcia,0.0,0.0,63.0,141.0,0.25,0.49,63.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
881,1,0,Bill Algeo,TJ Brown,1.0,0.0,64.0,46.0,0.58,0.5,77.0,49.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,102.0,39.0
882,1,0,Brandon Royval,Matheus Nicolau,1.0,0.0,13.0,2.0,0.59,0.4,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
883,1,0,Zak Cummings,Ed Herman,3.0,0.0,100.0,54.0,0.57,0.46,114.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0
884,1,0,Gillian Robertson,Piera Rodriguez,0.0,0.0,26.0,12.0,0.66,0.36,46.0,25.0,2.0,1.0,0.66,1.0,1.0,0.0,0.0,0.0,383.0,54.0
885,0,1,Lando Vannata,Daniel Zellhuber,0.0,1.0,51.0,78.0,0.56,0.37,51.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,104.0
886,0,1,Bruna Brasil,Denise Gomes,0.0,1.0,15.0,54.0,0.68,0.58,43.0,94.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,233.0
887,0,1,Aaron Phillips,Gaston Bolanos,0.0,0.0,17.0,63.0,0.43,0.49,79.0,69.0,3.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,361.0,96.0
888,1,0,Joselyne Edwards,Lucie Pudilova,0.0,0.0,56.0,39.0,0.49,0.39,90.0,74.0,0.0,2.0,0.0,0.28,0.0,0.0,1.0,0.0,29.0,449.0
889,0,1,Alex Pereira,Israel Adesanya,0.0,1.0,49.0,41.0,0.57,0.42,49.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
890,1,0,Gilbert Burns,Jorge Masvidal,0.0,0.0,42.0,39.0,0.42,0.42,72.0,77.0,4.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,341.0,5.0
891,1,0,Rob Font,Adrian Yanez,1.0,0.0,33.0,25.0,0.44,0.46,33.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
892,1,0,Kevin Holland,Santiago Ponzinibbio,1.0,0.0,66.0,44.0,0.33,0.42,67.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
893,0,1,Raul Rosas Jr.,Christian Rodriguez,0.0,0.0,2.0,29.0,0.1,0.55,2.0,83.0,3.0,1.0,0.18,1.0,1.0,0.0,0.0,0.0,290.0,450.0
894,0,1,Chris Curtis,Kelvin Gastelum,0.0,0.0,70.0,83.0,0.34,0.44,80.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0
895,0,1,Michelle Waterson-Gomez,Luana Pinheiro,0.0,0.0,61.0,44.0,0.32,0.36,70.0,48.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,61.0,85.0
896,0,1,Gerald Meerschaert,Joe Pyfer,0.0,0.0,10.0,14.0,0.47,0.58,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
897,0,1,Cynthia Calvillo,Loopy Godinez,0.0,0.0,104.0,87.0,0.31,0.48,107.0,93.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,75.0,1.0
898,1,0,Ignacio Bahamondes,Trey Ogden,0.0,0.0,99.0,42.0,0.49,0.38,99.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,0,1,Shayilan Nuerdanbieke,Steve Garcia,1.0,1.0,18.0,17.0,0.51,0.42,31.0,50.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,214.0,15.0
900,0,1,Jaqueline Amorim,Sam Hughes,0.0,0.0,12.0,46.0,0.23,0.44,52.0,107.0,2.0,1.0,0.2,1.0,3.0,0.0,0.0,1.0,222.0,422.0
901,0,1,Marlon Vera,Cory Sandhagen,0.0,0.0,58.0,128.0,0.36,0.45,73.0,187.0,0.0,3.0,0.0,0.25,1.0,0.0,0.0,0.0,9.0,428.0
902,1,0,Holly Holm,Yana Santos,0.0,0.0,32.0,21.0,0.5,0.45,105.0,120.0,4.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,589.0,79.0
903,1,0,Nate Landwehr,Austin Lingo,0.0,0.0,64.0,48.0,0.41,0.32,68.0,50.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,24.0,0.0
904,0,1,Andrea Lee,Maycee Barber,0.0,0.0,39.0,48.0,0.37,0.37,57.0,66.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,320.0,45.0
905,0,1,Chidi Njokuani,Albert Duraev,0.0,0.0,40.0,45.0,0.4,0.36,44.0,68.0,0.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,242.0
906,1,0,Daniel Pineda,Tucker Lutz,1.0,0.0,24.0,28.0,0.53,0.35,41.0,33.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,140.0,87.0
907,0,1,Steven Peterson,Lucas Alexander,0.0,1.0,26.0,85.0,0.25,0.53,27.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,55.0
908,1,0,Trevin Giles,Preston Parsons,0.0,0.0,55.0,42.0,0.5,0.44,71.0,62.0,0.0,3.0,0.0,0.27,0.0,3.0,2.0,1.0,254.0,316.0
909,1,0,CJ Vergara,Daniel Lacerda,0.0,2.0,83.0,48.0,0.57,0.41,98.0,51.0,0.0,1.0,0.0,0.5,1.0,2.0,0.0,0.0,174.0,40.0
910,1,0,Victor Altamirano,Vinicius Salvador,0.0,0.0,62.0,47.0,0.52,0.36,109.0,83.0,3.0,1.0,0.13,0.16,0.0,0.0,0.0,0.0,304.0,21.0
911,1,0,Leon Edwards,Kamaru Usman,0.0,0.0,120.0,87.0,0.74,0.42,123.0,113.0,0.0,4.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,303.0
912,1,0,Justin Gaethje,Rafael Fiziev,0.0,0.0,103.0,97.0,0.6,0.57,106.0,97.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,5.0,0.0
913,1,0,Gunnar Nelson,Bryan Barberena,0.0,0.0,10.0,7.0,0.9,0.58,20.0,18.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,193.0,0.0
914,1,0,Jennifer Maia,Casey O'Neill,0.0,0.0,145.0,137.0,0.41,0.51,151.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0
915,1,0,Marvin Vettori,Roman Dolidze,0.0,0.0,106.0,71.0,0.48,0.36,106.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
916,1,0,Jack Shore,Makwan Amirkhani,0.0,0.0,28.0,10.0,0.6,0.41,45.0,14.0,1.0,1.0,1.0,0.33,1.0,0.0,0.0,0.0,135.0,211.0
917,1,0,Chris Duncan,Omar Morales,0.0,0.0,53.0,47.0,0.63,0.58,62.0,53.0,5.0,0.0,0.35,0.0,0.0,0.0,0.0,1.0,391.0,2.0
918,0,1,Sam Patterson,Yanal Ashmouz,0.0,0.0,2.0,15.0,0.28,0.75,2.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
919,1,0,Muhammad Mokaev,Jafel Filho,0.0,0.0,16.0,9.0,0.53,0.24,79.0,54.0,4.0,0.0,0.5,0.0,2.0,2.0,0.0,1.0,495.0,50.0
920,1,0,Lerone Murphy,Gabriel Santos,0.0,0.0,93.0,69.0,0.57,0.56,115.0,87.0,1.0,5.0,0.5,0.45,0.0,0.0,0.0,0.0,138.0,240.0
921,1,0,Christian Leroy Duncan,Dusko Todorovic,0.0,0.0,9.0,4.0,0.64,0.66,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
922,1,0,Jake Hadley,Malcolm Gordon,1.0,0.0,10.0,3.0,0.47,0.2,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
923,1,0,Joanne Wood,Luana Carolina,0.0,0.0,131.0,100.0,0.57,0.5,177.0,123.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,110.0,42.0
924,0,1,Jai Herbert,Ludovit Klein,0.0,0.0,43.0,47.0,0.47,0.48,96.0,78.0,1.0,2.0,0.33,0.66,0.0,0.0,0.0,0.0,174.0,194.0
925,0,1,Juliana Miller,Veronica Hardy,0.0,0.0,30.0,62.0,0.37,0.8,49.0,78.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,79.0,456.0
926,0,1,Petr Yan,Merab Dvalishvili,0.0,0.0,75.0,147.0,0.52,0.43,87.0,202.0,1.0,11.0,0.2,0.22,0.0,0.0,0.0,0.0,110.0,413.0
927,1,0,Alexander Volkov,Alexandr Romanov,0.0,0.0,12.0,0.0,0.8,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,38.0
928,1,0,Nikita Krylov,Ryan Spann,0.0,0.0,7.0,5.0,0.58,0.45,24.0,5.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,159.0,32.0
929,0,1,Said Nurmagomedov,Jonathan Martinez,0.0,0.0,47.0,38.0,0.6,0.69,101.0,78.0,3.0,0.0,0.33,0.0,2.0,1.0,0.0,0.0,261.0,369.0
930,1,0,Mario Bautista,Guido Cannetti,0.0,0.0,3.0,2.0,0.75,0.4,5.0,5.0,3.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,156.0,16.0
931,1,0,Vitor Petrino,Anton Turkalj,0.0,0.0,39.0,33.0,0.47,0.58,60.0,69.0,7.0,5.0,0.77,0.33,1.0,0.0,4.0,1.0,373.0,280.0
932,1,0,Karl Williams,Lukasz Brzeski,1.0,0.0,38.0,26.0,0.65,0.56,120.0,49.0,8.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,613.0,29.0
933,0,1,Raphael Assuncao,Davey Grant,0.0,1.0,42.0,65.0,0.72,0.47,67.0,80.0,5.0,0.0,0.41,0.0,0.0,1.0,0.0,0.0,257.0,52.0
934,0,1,Sedriques Dumas,Josh Fremd,0.0,0.0,20.0,33.0,0.45,0.54,23.0,48.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0,267.0
935,1,0,Victor Henry,Tony Gravely,0.0,0.0,154.0,75.0,0.63,0.48,190.0,90.0,0.0,3.0,0.0,0.17,2.0,0.0,1.0,0.0,80.0,202.0
936,1,0,Ariane da Silva,JJ Aldrich,0.0,0.0,101.0,49.0,0.49,0.49,113.0,56.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,76.0
937,0,1,Tyson Nam,Bruno Silva,0.0,1.0,12.0,23.0,0.31,0.51,12.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0
938,1,0,Carlston Harris,Jared Gooden,0.0,0.0,63.0,51.0,0.57,0.6,140.0,93.0,5.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,578.0,2.0
939,1,0,Jon Jones,Ciryl Gane,0.0,0.0,5.0,6.0,0.5,0.75,8.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0
940,0,1,Valentina Shevchenko,Alexa Grasso,0.0,0.0,87.0,59.0,0.6,0.32,167.0,182.0,4.0,0.0,0.66,0.0,0.0,1.0,0.0,0.0,324.0,82.0
941,0,1,Geoff Neal,Shavkat Rakhmonov,0.0,0.0,69.0,113.0,0.47,0.63,69.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,223.0
942,1,0,Mateusz Gamrot,Jalin Turner,0.0,1.0,29.0,40.0,0.69,0.41,89.0,62.0,4.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,412.0,32.0
943,1,0,Bo Nickal,Jamie Pickett,0.0,0.0,1.0,1.0,0.25,0.5,3.0,1.0,1.0,0.0,0.25,0.0,2.0,0.0,0.0,0.0,150.0,0.0
944,1,0,Cody Garbrandt,Trevin Jones,0.0,0.0,26.0,20.0,0.78,0.28,33.0,30.0,2.0,1.0,0.66,0.5,0.0,1.0,0.0,0.0,152.0,99.0
945,0,1,Derek Brunson,Dricus Du Plessis,0.0,1.0,37.0,71.0,0.44,0.61,43.0,84.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,150.0,85.0
946,0,1,Viviane Araujo,Amanda Ribas,0.0,0.0,46.0,98.0,0.4,0.53,86.0,205.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,500.0
947,0,1,Julian Marquez,Marc-Andre Barriault,0.0,0.0,82.0,109.0,0.47,0.49,83.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
948,1,0,Ian Machado Garry,Song Kenan,1.0,1.0,127.0,55.0,0.54,0.5,127.0,61.0,0.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,5.0,44.0
949,0,1,Mana Martinez,Cameron Saaiman,0.0,1.0,60.0,117.0,0.4,0.48,63.0,146.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,247.0
950,0,1,Jessica Penne,Tabatha Ricci,0.0,0.0,6.0,36.0,0.24,0.66,19.0,81.0,0.0,4.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,314.0
951,0,1,Da'Mon Blackshear,Farid Basharat,0.0,0.0,46.0,58.0,0.39,0.6,91.0,76.0,1.0,3.0,0.16,0.5,1.0,0.0,1.0,0.0,158.0,328.0
952,0,1,Esteban Ribovics,Loik Radzhabov,1.0,0.0,66.0,40.0,0.51,0.47,98.0,67.0,0.0,11.0,0.0,0.52,1.0,0.0,1.0,0.0,31.0,459.0
953,0,1,Andre Muniz,Brendan Allen,0.0,0.0,43.0,42.0,0.38,0.41,45.0,64.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,15.0,252.0
954,1,0,Augusto Sakai,Don'Tale Mayes,0.0,0.0,53.0,29.0,0.55,0.46,107.0,77.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,531.0,166.0
955,1,0,Tatiana Suarez,Montana De La Rosa,0.0,0.0,10.0,5.0,0.76,0.45,37.0,36.0,2.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,345.0,37.0
956,1,0,Mike Malott,Yohan Lainesse,0.0,0.0,9.0,1.0,0.52,0.25,20.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,96.0,0.0
957,0,1,Erick Gonzalez,Trevor Peek,0.0,2.0,7.0,51.0,0.24,0.59,11.0,51.0,4.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,135.0,16.0
958,1,0,Jasmine Jasudavicius,Gabriella Fernandes,0.0,0.0,24.0,26.0,0.44,0.46,149.0,54.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,691.0,4.0
959,1,0,Jordan Leavitt,Victor Martinez,1.0,0.0,17.0,7.0,0.48,0.25,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
960,1,0,Ode Osbourne,Charles Johnson,0.0,0.0,48.0,60.0,0.31,0.47,50.0,74.0,3.0,1.0,0.3,0.2,0.0,0.0,0.0,0.0,173.0,78.0
961,1,0,Joe Solecki,Carl Deaton,0.0,0.0,2.0,1.0,0.25,0.08,49.0,13.0,2.0,0.0,0.66,0.0,3.0,0.0,0.0,0.0,531.0,0.0
962,0,1,Rafael Alves,Nurullo Aliev,0.0,0.0,6.0,19.0,0.35,0.42,25.0,92.0,0.0,3.0,0.0,0.75,2.0,0.0,1.0,1.0,78.0,651.0
963,0,1,Jessica Andrade,Erin Blanchfield,0.0,0.0,53.0,51.0,0.37,0.42,56.0,53.0,0.0,1.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,63.0
964,0,1,Jordan Wright,Zac Pauga,0.0,0.0,29.0,59.0,0.37,0.69,199.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,520.0
965,0,1,Josh Parisian,Jamal Pogues,0.0,0.0,37.0,33.0,0.32,0.55,51.0,49.0,1.0,5.0,0.5,0.45,0.0,0.0,0.0,0.0,72.0,349.0
966,0,1,William Knight,Marcin Prachnio,0.0,0.0,8.0,79.0,0.24,0.54,8.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,0,1,Jim Miller,Alexander Hernandez,0.0,0.0,67.0,108.0,0.36,0.46,68.0,111.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,23.0
968,1,0,Nazim Sadykhov,Evan Elder,0.0,1.0,64.0,70.0,0.48,0.49,71.0,84.0,1.0,1.0,1.0,0.16,0.0,0.0,0.0,0.0,19.0,93.0
969,0,1,Lina Lansberg,Mayra Bueno Silva,0.0,0.0,25.0,39.0,0.5,0.56,40.0,58.0,0.0,2.0,0.0,0.66,0.0,1.0,1.0,0.0,21.0,309.0
970,1,0,Jamall Emmers,Khusein Askhabov,0.0,0.0,62.0,30.0,0.43,0.26,79.0,40.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,2.0,285.0,58.0
971,0,1,Ovince Saint Preux,Philipe Lins,0.0,1.0,1.0,18.0,0.33,0.4,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
972,1,0,AJ Fletcher,Themba Gorimbo,0.0,0.0,7.0,6.0,0.41,0.6,23.0,15.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,201.0,120.0
973,1,0,Clayton Carpenter,Juancamilo Ronderos,0.0,0.0,3.0,1.0,0.6,0.14,3.0,46.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,79.0,82.0
974,1,0,Islam Makhachev,Alexander Volkanovski,0.0,1.0,57.0,70.0,0.6,0.48,95.0,164.0,4.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,457.0,175.0
975,1,0,Yair Rodriguez,Josh Emmett,0.0,0.0,62.0,22.0,0.57,0.42,98.0,35.0,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,181.0
976,1,0,Jack Della Maddalena,Randy Brown,1.0,0.0,14.0,11.0,0.45,0.28,18.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0
977,1,0,Justin Tafa,Parker Porter,1.0,0.0,8.0,7.0,0.5,0.43,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,0,1,Jimmy Crute,Alonzo Menifield,0.0,2.0,31.0,56.0,0.5,0.67,62.0,99.0,6.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,475.0,235.0
979,0,1,Tyson Pedro,Modestas Bukauskas,0.0,0.0,45.0,44.0,0.55,0.4,54.0,56.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,181.0,57.0
980,1,0,Josh Culibao,Melsik Baghdasaryan,0.0,0.0,16.0,26.0,0.35,0.59,16.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0
981,0,1,Shannon Ross,Kleydson Rodrigues,0.0,1.0,1.0,14.0,0.25,0.63,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,1,0,Jamie Mullarkey,Francisco Prado,0.0,0.0,59.0,28.0,0.56,0.37,78.0,31.0,3.0,0.0,0.75,0.0,0.0,1.0,0.0,1.0,287.0,10.0
983,1,0,Jack Jenkins,Don Shainis,0.0,0.0,82.0,50.0,0.66,0.49,100.0,128.0,4.0,1.0,0.8,0.33,0.0,2.0,0.0,2.0,360.0,136.0
984,1,0,Loma Lookboonmee,Elise Reed,0.0,0.0,17.0,17.0,0.62,0.58,22.0,41.0,2.0,0.0,0.66,0.0,1.0,0.0,0.0,1.0,36.0,119.0
985,0,1,Shane Young,Blake Bilder,0.0,0.0,80.0,111.0,0.4,0.58,81.0,126.0,0.0,1.0,0.0,0.14,0.0,0.0,0.0,0.0,3.0,103.0
986,0,1,Zubaira Tukhugov,Elves Brener,0.0,0.0,70.0,69.0,0.41,0.43,73.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0
987,0,1,Derrick Lewis,Serghei Spivac,0.0,0.0,0.0,12.0,0.0,0.57,0.0,36.0,0.0,6.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,152.0
988,0,1,Da Woon Jung,Devin Clark,0.0,0.0,18.0,39.0,0.34,0.55,43.0,96.0,1.0,3.0,0.2,0.27,0.0,0.0,0.0,0.0,348.0,302.0
989,1,0,Marcin Tybura,Blagoy Ivanov,0.0,0.0,40.0,34.0,0.38,0.3,61.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0
990,0,1,Dooho Choi,Kyle Nelson,0.0,0.0,50.0,20.0,0.64,0.34,79.0,39.0,0.0,5.0,0.0,0.5,0.0,0.0,1.0,0.0,238.0,334.0
991,0,1,Yusaku Kinoshita,Adam Fugitt,0.0,0.0,10.0,21.0,0.41,0.63,11.0,33.0,0.0,4.0,0.0,0.57,0.0,0.0,0.0,0.0,1.0,173.0
992,0,1,Jeka Saragih,Anshul Jubli,0.0,0.0,14.0,38.0,0.56,0.74,20.0,74.0,0.0,2.0,0.0,0.4,0.0,1.0,0.0,0.0,9.0,427.0
993,1,0,JeongYeong Lee, Yizha,0.0,0.0,25.0,24.0,0.43,0.41,66.0,37.0,0.0,5.0,0.0,0.23,0.0,0.0,0.0,0.0,50.0,499.0
994,0,1,Toshiomi Kazama,Rinya Nakamura,0.0,2.0,4.0,11.0,0.4,0.44,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
995,0,1,SeungGuk Choi,HyunSung Park,1.0,0.0,20.0,38.0,0.28,0.41,30.0,59.0,0.0,1.0,0.0,0.33,0.0,3.0,0.0,0.0,158.0,107.0
996,1,0,JunYong Park,Denis Tiuliulin,0.0,0.0,25.0,8.0,0.65,0.36,38.0,8.0,1.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,178.0,0.0
997,1,0,Tatsuro Taira,Jesus Aguilar,0.0,0.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,229.0,23.0
998,0,1,Glover Teixeira,Jamahal Hill,0.0,0.0,75.0,232.0,0.46,0.57,108.0,248.0,2.0,0.0,0.11,0.0,0.0,0.0,0.0,1.0,206.0,206.0
999,0,1,Deiveson Figueiredo,Brandon Moreno,0.0,0.0,19.0,48.0,0.44,0.64,24.0,85.0,1.0,3.0,0.5,0.5,2.0,0.0,0.0,0.0,35.0,412.0
1000,1,0,Gilbert Burns,Neil Magny,0.0,0.0,5.0,4.0,0.83,0.36,10.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,155.0,0.0
1001,0,1,Lauren Murphy,Jessica Andrade,0.0,0.0,100.0,231.0,0.34,0.62,103.0,237.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,71.0
1002,0,1,Paul Craig,Johnny Walker,0.0,1.0,3.0,16.0,0.37,0.8,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1003,0,1,Mauricio Rua,Ihor Potieria,0.0,1.0,17.0,21.0,0.54,0.51,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0
1004,0,1,Gregory Rodrigues,Brunno Ferreira,0.0,1.0,21.0,22.0,0.51,0.48,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
1005,1,0,Thiago Moises,Melquizael Costa,0.0,0.0,22.0,23.0,0.66,0.46,45.0,43.0,4.0,0.0,0.57,0.0,1.0,0.0,0.0,0.0,331.0,2.0
1006,1,0,Gabriel Bonfim,Mounir Lazzez,0.0,0.0,9.0,9.0,0.4,0.69,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
1007,0,1,Shamil Abdurakhimov,Jailton Almeida,0.0,0.0,1.0,45.0,1.0,0.78,3.0,89.0,0.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,448.0
1008,0,1,Luan Lacerda,Cody Stamann,0.0,0.0,80.0,103.0,0.44,0.54,85.0,108.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,94.0,0.0
1009,1,0,Ismael Bonfim,Terrance McKinney,1.0,0.0,34.0,14.0,0.69,0.28,38.0,20.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,47.0,136.0
1010,0,1,Warlley Alves,Nicolas Dalby,0.0,0.0,66.0,119.0,0.45,0.47,75.0,167.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,129.0,242.0
1011,1,0,Josiane Nunes,Zarah Fairn,0.0,0.0,102.0,117.0,0.48,0.46,107.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,8.0
1012,0,1,Saimon Oliveira,Daniel Marcos,0.0,1.0,23.0,53.0,0.32,0.67,25.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,60.0
1013,1,0,Sean Strickland,Nassourdine Imavov,0.0,0.0,182.0,123.0,0.44,0.45,194.0,131.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,252.0,12.0
1014,1,0,Dan Ige,Damon Jackson,1.0,0.0,34.0,36.0,0.45,0.36,40.0,38.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0
1015,0,1,Punahele Soriano,Roman Kopylov,0.0,0.0,39.0,82.0,0.36,0.64,39.0,82.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,10.0
1016,0,1,Ketlen Vieira,Raquel Pennington,0.0,0.0,64.0,81.0,0.42,0.5,138.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,78.0
1017,1,0,Umar Nurmagomedov,Raoni Barcelos,1.0,0.0,36.0,13.0,0.7,0.54,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1018,1,0,Javid Basharat,Mateus Mendonca,0.0,0.0,95.0,29.0,0.73,0.32,125.0,70.0,3.0,2.0,0.6,0.18,0.0,0.0,0.0,0.0,319.0,139.0
1019,0,1,Claudio Ribeiro,Abdul Razak Alhassan,0.0,1.0,19.0,17.0,0.61,0.6,42.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,188.0
1020,1,0,Mateusz Rebecki,Nick Fiore,0.0,0.0,89.0,34.0,0.52,0.36,130.0,52.0,3.0,1.0,0.75,0.33,0.0,0.0,0.0,0.0,507.0,34.0
1021,1,0,Allan Nascimento,Carlos Hernandez,0.0,0.0,6.0,3.0,0.54,0.42,9.0,3.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,143.0,0.0
